mail,Spam
Gana dinero compartiendo enlaces en tus redes sociales. Es gratis.,1
Hola; te escribo para decirte que al final no podré ir al cine; lo siento.,0
¿Me podrías prestar el libro que me comentaste el otro día?,0
Tu mascota puede ser la imagen de nuestra nueva campaña de Zara.,1
Oferta de empleo: Buscamos asistente remoto. Sueldo de 15.000 semanales.,1
Haz que tu web aparezca en el número 1 de Google con nuestros servicios.,1
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en t.co/promo,1
Hola; te mando la lista de la compra para que no se nos olvide nada.,0
Tu recibo del alquiler de este mes ya ha sido procesado por el banco.,0
¿Me puedes decir qué tal te fue en la entrevista de trabajo de ayer?,0
Hola Javier; ¿te llegó el correo con los detalles del proyecto Sigma?,0
Invierta en acciones de Tesla y gane dividendos mensuales garantizados.,1
Tu factura de iCloud de este mes ya está disponible para descargar.,0
Trabajo de medio tiempo para Amazon. Gana hasta 100 al día.,1
¿Podrías revisar el texto que te envié por correo antes de mandarlo al cliente?,0
Tu pedido de Mercado Libre ha sido cancelado. Solicita el reembolso en bit.ly/secure-auth,1
Gana 15.000 extra al mes vendiendo productos de belleza desde tu móvil.,1
Hola Sofía; te llamé pero no me lo cogiste. Llámame cuando puedas.,0
Hola Javier; ¿puedes traer el cargador del portátil mañana a la oficina?,0
Atención cliente: Su clave de acceso caduca en 24 horas. Cámbiela en premios-ya.org/click,1
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
Hola Lucía; ¿confirmamos la reunión para el próximo viernes a las 17:45?,0
Se ha detectado un inicio de sesión sospechoso en su cuenta de Abanca.,1
Su cuenta de PayPal ha sido restringida. Verifique su identidad aquí: seguridad-banca.com,1
Consigue el carnet de conducir sin examen práctico. Escríbenos ya.,1
El equipo de IT estará haciendo mantenimiento del servidor este próximo lunes de madrugada.,0
Atención: Su cuenta de correo será eliminada si no confirma sus datos en seguridad-banca.com,1
La entrega de premios será en el auditorio el jueves por la tarde.,0
Hola jefe; ya he terminado las tareas que me encargó esta mañana.,0
Oportunidad única: Invierte en Bitcoin y multiplica tu capital hoy mismo.,1
Hola; ¿me podrías decir qué deberes tienen los niños para mañana?,0
Gana dinero probando videojuegos desde casa. Regístrate en seguridad-banca.com,1
Hola equipo; les comparto el acta de la reunión de hoy. Saludos.,0
Has sido mencionado en una publicación. Haz clic para ver el comentario.,1
¡Alerta! Alguien ha intentado cambiar la contraseña de su cuenta de Disney+.,1
Te adjunto mi CV actualizado por si te enteras de alguna vacante.,0
Gana una beca completa para estudiar en el extranjero. Pulsa aquí: bit.ly/secure-auth,1
Consigue el carnet de conducir sin examen práctico. Escríbenos ya.,1
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Su ID de Apple ha sido bloqueado por razones de seguridad. Desbloquee en premios-ya.org/click,1
Participa en el sorteo de un crucero por el Mediterráneo para dos personas.,1
Hola Roberto; ¿confirmamos la reunión para el próximo próximo lunes a las 16:00?,0
Te han dejado un mensaje de voz importante. Escúchalo aquí: t.co/promo,1
Recordatorio: Tienes una cita médica el lunes a las 13:30. Por favor llega puntual.,0
Hola; te mando la lista de la compra para que no se nos olvide nada.,0
Recordatorio de cita: Peluquería el martes a las 9:00.,0
¿Me confirmas si el restaurante tiene opciones vegetarianas para la cena?,0
Hola equipo; les comparto el acta de la reunión de hoy. Saludos.,0
La entrega de premios será en el auditorio el próximo lunes por la tarde.,0
Te adjunto la factura de la comida de empresa para que la pases a contabilidad.,0
Solicitud de amistad pendiente de una persona que conoces en premios-ya.org/click,1
Hackers tienen tus videos privados. Paga en Bitcoin para evitar que se publiquen.,1
Tu paquete de Mercado Libre está retenido. Paga las tasas de aduana aquí: premios-ya.org/click,1
Hola Roberto; ¿te llegó el correo con los detalles del proyecto Sigma?,0
Te envío el código de acceso para entrar en el edificio esta tarde.,0
Su reembolso de impuestos de 2.500 está listo. Confirme su cuenta: premios-ya.org/click,1
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Hola mamá; ya hemos llegado al hotel. Todo está perfecto. Besos.,0
Tu coche ya está reparado. Puedes pasar a recogerlo por el taller esta tarde.,0
Hola equipo; el café de la cocina se ha terminado. ¿Alguien puede comprar?,0
Te han enviado un archivo confidencial por WeTransfer. Descarga en shrt.url/xyz,1
Invierta en acciones de Tesla y gane dividendos mensuales garantizados.,1
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
Tu cita para renovar el DNI es el martes a las 11:00 en la comisaría.,0
Hola; te mando el contacto del fontanero que vino a mi casa; es muy bueno.,0
Últimos días para aprovechar las rebajas de verano en relojes de lujo.,1
¿Quedamos en la puerta del metro a las 15:15 para ir al concierto?,0
Nuevo mensaje de tu banco: Tienes un aviso importante en tu buzón virtual.,1
Hola Carlos; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
Aprende a ganar en la ruleta con este truco matemático infalible.,1
Te mando el presupuesto para la reforma del baño. Avísame si tienes dudas.,0
La reunión de padres de alumnos será en el aula magna el viernes a las 19:00.,0
Tu cita para la revisión del gas es el próximo lunes por la mañana.,0
Su préstamo ha sido aprobado. Reciba el dinero en menos de 10 minutos.,1
Gana dinero desde casa trabajando solo 2 horas al día. Detalles en premios-ya.org/click,1
Atención: Su cuenta de correo será eliminada si no confirma sus datos en seguridad-banca.com,1
Vea quién está espiando su perfil de Facebook entrando en verificar-cuenta.net,1
¿Podrías revisar el texto que te envié por correo antes de mandarlo al cliente?,0
Tu pedido de comida a domicilio llegará en unos 15 minutos. ¡Que aproveche!,0
El dentista me ha pedido que te recuerde tu limpieza de boca anual.,0
Tu cita para la revisión del gas es el próximo jueves por la mañana.,0
Gana 1.200 extra al mes vendiendo productos de belleza desde tu móvil.,1
Urgente: Alerta de virus detectada en su navegador. Limpie su sistema en bit.ly/secure-auth,1
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
¿Quieres perder peso rápido? Prueba nuestras pastillas milagrosas en seguridad-banca.com,1
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
Recordatorio de pago: Tu recibo de autónomos se cargará el próximo viernes.,0
Su acceso a la banca online de Unicaja ha sido deshabilitado. Entre en bit.ly/secure-auth,1
Tu pedido de Amazon ya está disponible para recoger en la tienda física.,0
Confirmación de cancelación: Tu suscripción a Disney+ ha finalizado.,0
Reclama tu tarjeta regalo de El Corte Inglés de 500 euros antes de que caduque.,1
Reciba muestras gratuitas de productos Zara en su domicilio hoy mismo.,1
Hola Sofía; ¿puedes traer el cargador del portátil mañana a la oficina?,0
Has sido mencionado en una publicación. Haz clic para ver el comentario.,1
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
Confirmación de tu reserva en el restaurante para el lunes a las 12:15.,0
Te envío la lista de reproducción para la fiesta del sábado. ¿Te gusta?,0
Hola Javier; ¿te llegó el correo con los detalles del proyecto Sigma?,0
Te han dejado un mensaje de voz importante. Escúchalo aquí: shrt.url/xyz,1
Tu suscripción a HBO Max ha fallado. Actualiza tu método de pago: verificar-cuenta.net,1
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
¿Podemos mover la reunión de las 15:45 a una hora más tarde?,0
Tu factura de HBO Max de este mes ya está disponible para descargar.,0
Recordatorio de pago: Tu recibo de autónomos se cargará el próximo jueves.,0
Te envié las fotos que me pediste aquí: bit.ly/secure-auth (Contenido solo para adultos),1
Te envié las fotos que me pediste aquí: premios-ya.org/click (Contenido solo para adultos),1
¿Qué tal todo? Hace mucho que no hablamos; a ver si quedamos pronto para comer.,0
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Adjunto el informe de gastos del viaje a Perú para su revisión.,0
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
Mejora tu historial crediticio con nuestro método legal y rápido.,1
El dentista me ha pedido que te recuerde tu limpieza de boca anual.,0
Confirmación de cita: Masaje relajante el miércoles a las 10:15.,0
Recibe una tarjeta de combustible de 100€ por ser cliente de ING.,1
Tu factura de HBO Max está vencida. Evita el corte del servicio aquí: seguridad-banca.com,1
Recordatorio de cita: Peluquería el próximo lunes a las 20:15.,0
He reservado las entradas para el cine del domingo. Nos vemos allí.,0
Tu cuenta de Amazon Prime ha sido bloqueada temporalmente. Verifica en shrt.url/xyz,1
¿A qué hora pasa el autobús para ir al centro comercial?,0
Últimos días para aprovechar las rebajas de verano en relojes de lujo.,1
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
La reunión de padres de alumnos será en el aula magna el próximo lunes a las 10:15.,0
Solicitud de amistad pendiente de una persona que conoces en t.co/promo,1
Recibe 100 euros por abrir una cuenta en nuestro nuevo banco digital.,1
Vea quién está espiando su perfil de Facebook entrando en premios-ya.org/click,1
Te envío el menú para la boda de mi hermana. Elige un plato principal.,0
Su paquete ha sido entregado en un punto de recogida. Ver dirección: bit.ly/secure-auth,1
Te envío la presentación para que le eches un vistazo antes de mañana.,0
Tu mascota puede ser la imagen de nuestra nueva campaña de AliExpress.,1
Gana 5.000 extra al mes vendiendo productos de belleza desde tu móvil.,1
Compra seguidores reales para TikTok e Instagram al mejor precio en seguridad-banca.com,1
He visto un piso que te podría gustar. Te paso el enlace por aquí.,0
Hola; te mando la lista de la compra para que no se nos olvide nada.,0
Trabaje como probador de productos electrónicos para grandes marcas.,1
Hola; te mando el contacto del fontanero que vino a mi casa; es muy bueno.,0
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
Te envié las fotos que me pediste aquí: t.co/promo (Contenido solo para adultos),1
Confirmación de transferencia de 45.000 pendiente. Ver detalles: bit.ly/secure-auth,1
Su acceso a la plataforma de inversión ha sido bloqueado por seguridad.,1
Tu mascota puede ser la imagen de nuestra nueva campaña de Mercado Libre.,1
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
¡URGENTE! Tu cuenta de Santander ha sido bloqueada. Reactiva aquí: t.co/promo,1
Invierta en acciones de Tesla y gane dividendos mensuales garantizados.,1
¿Problemas de rendimiento masculino? Tenemos la solución definitiva en bit.ly/secure-auth,1
Felicidades; eres el visitante número un millón. Reclama tu premio aquí.,1
Oferta de empleo: Buscamos asistente remoto. Sueldo de 45.000 semanales.,1
Confirmación de transferencia de 45.000 pendiente. Ver detalles: verificar-cuenta.net,1
Invierta en el nuevo mercado de Bitcoin antes de que suba de precio.,1
Oferta de empleo: Buscamos asistente remoto. Sueldo de 100 semanales.,1
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Se ha detectado un inicio de sesión sospechoso en su cuenta de CaixaBank.,1
Te envío el menú para la boda de mi hermana. Elige un plato principal.,0
Oferta de empleo: Buscamos asistente remoto. Sueldo de 100 semanales.,1
La presentación del proyecto Alpha ha sido pospuesta para la semana que viene.,0
¡Bingo! Tienes un bono de bienvenida de 2.500 para jugar en el casino online.,1
Gracias por contactar con nuestro servicio de atención al cliente. Su ticket es #9725.,0
Tu cita para renovar el DNI es el viernes a las 13:45 en la comisaría.,0
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
¿Quieres que compremos algo para cenar o prefieres salir fuera?,0
Recordatorio: Tienes una cita médica el próximo lunes a las 12:00. Por favor llega puntual.,0
Hola Ana; te llamé pero no me lo cogiste. Llámame cuando puedas.,0
Trabaje como probador de productos electrónicos para grandes marcas.,1
Su cuenta ha sido seleccionada para una auditoría de seguridad. Pulse aquí.,1
¡Felicidades! Fuiste seleccionado para un sorteo de un iPhone 15 Pro Max.,1
Reclama tu tarjeta regalo de El Corte Inglés de 500 euros antes de que caduque.,1
¿Me puedes pasar la receta de la tarta que hiciste el domingo? Estaba riquísima.,0
Invierta en oro y plata de forma segura con nuestra plataforma en t.co/promo,1
La reunión de padres de alumnos será en el aula magna el jueves a las 10:00.,0
Aviso de embargo: Tienes una deuda pendiente con Santander. Paga ahora: seguridad-banca.com,1
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Su paquete ha sido entregado en un punto de recogida. Ver dirección: premios-ya.org/click,1
Te envío el código de acceso para entrar en el edificio esta tarde.,0
Te mando el presupuesto para la reforma del baño. Avísame si tienes dudas.,0
¡Alerta! Alguien ha intentado cambiar la contraseña de su cuenta de HBO Max.,1
Tu factura de HBO Max de este mes ya está disponible para descargar.,0
¿Me podrías prestar el libro que me comentaste el otro día?,0
¿Podrías revisar el texto que te envié por correo antes de mandarlo al cliente?,0
